	tag_info	osm_id	osm_title	description
1185	sport=handball	Q5394	Item:Q5394	A team sport played with goals and a thrown ball using the hands.
1186	sport=team_handball	Q6801	Item:Q6801	Use tag:sport=handball instead (British and Official Olympic Spelling).
1187	denomination=catholic	Q17061	Item:Q17061	
1188	denomination=roman_catholic	Q17062	Item:Q17062	
1189	healthcare:speciality=cardiology	Q21852	Item:Q21852	Medical specialty concerning the disorders of the heart as well as parts of the circulatory system.
1190	ship	Q1911	Item:Q1911	Access permission for ships
1191	waterway=dam	Q5036	Item:Q5036	A barrier built across a river or stream to block and regulate the flow of the river.
1192	highway=steps	Q4827	Item:Q4827	For flights of steps on footways and paths.
1193	ford	Q287	Item:Q287	A small part of a highway where a waterway runs over it.
1194	ford=yes	Q5806	Item:Q5806	A ford is a shallow crossing of a waterway that usually requires driving or walking through water to cross.
1195	furniture	Q297	Item:Q297	Details the kind of furniture sold at a furniture shop.
1196	building=palace	Q16521	Item:Q16521	A building constructed as a palace.
1197	historic=palace	Q17379	Item:Q17379	
1198	name:pronunciation	Q477	Item:Q477	Phonetic transcription of a name into the International Phonetic Alphabet (IPA).
1199	route=railway	Q4917	Item:Q4917	The route of a railway (eg the Channel Tunnel). Not to be confused with the route of a train service (see tag:route=train).
1200	religion=bahai	Q18292	Item:Q18292	
1201	tomb=tumulus	Q19347	Item:Q19347	A tumulus
1202	amenity=post_office	Q6230	Item:Q6230	A place where letters and parcels may be sent or collected.
1203	government=parliament	Q19876	Item:Q19876	A Parliament office building
1204	longitude	Q390	Item:Q390	Longitude.
1205	amenity=baking_oven	Q6656	Item:Q6656	A public place that can be used for baking bread
1206	landuse=cemetery	Q4718	Item:Q4718	A place where people, or sometimes animals are buried that isn't part of a place of worship
1207	natural=beach	Q4986	Item:Q4986	landform along a body of water which consists of sand, shingle or other loose material
1208	amenity=prison	Q4731	Item:Q4731	A prison or jail where people are incarcerated before trial or after conviction
1209	sport=wrestling	Q5102	Item:Q5102	Wrestling
1210	architect	Q66	Item:Q66	Name of architect.
1211	architect:wikidata	Q8119	Item:Q8119	Architect page in Wikidata
1212	building=temple	Q5457	Item:Q5457	A building that was built as a temple
1213	boundary=national_park	Q6554	Item:Q6554	The boundary of a national park, an area of natural beauty, set aside for conservation and for recreation
1214	tower:type=minaret	Q5390	Item:Q5390	Minaret: a tall, slender tower at a mosque.
1215	amenity=bank	Q4739	Item:Q4739	A financial establishment where customers can, among other services, deposit money and take loans.
1216	barrier=height_restrictor	Q6653	Item:Q6653	A height restrictor which prevents access of vehicles higher than a set limit.
1217	network=US:OH	Q5455	Item:Q5455	State routes in the U.S. state of Ohio.
1218	industrial=rice_mill	Q6461	Item:Q6461	Using this tag is discouraged, use tag:craft=grinding_mill + Tag:product=rice instead.
1219	network=US:TX	Q5862	Item:Q5862	Routes designated as State Highways in the U.S. state of Texas.
1220	network=US:TX:Park	Q21321	Item:Q21321	Park Roads in the U.S. state of Texas
1221	industrial=steelmaking	Q5674	Item:Q5674	Steelmaking factory - producing steel from iron ore and scrap
1222	network=US:MN	Q5534	Item:Q5534	State highways in the U.S. state of Minnesota.
1223	seamark:restricted_area:restriction=no_fishing	Q7209	Item:Q7209	
1224	network=US:NV	Q5339	Item:Q5339	State routes in the U.S. state of Nevada.
1225	playground=basketrotator	Q21382	Item:Q21382	
1226	stop	Q732	Item:Q732	A junction at which vehicles on some or all approaches must stop.
1227	road_marking=solid_stop_line	Q21715	Item:Q21715	Tracing-like representation of the paint, thermoplastic, or otherwise-lined road markings that denote where vehicles should stop before intersections/crossings.
1228	network=US:OH:BEL	Q5535	Item:Q5535	County roads in Belmont County, Ohio, United States.
1229	network=US:OH:CAR	Q5406	Item:Q5406	County routes in Carroll County, Ohio, United States.
1230	network=US:OH:WOO	Q5190	Item:Q5190	County routes in Wood County, Ohio, United States.
1231	man_made=street_cabinet	Q6679	Item:Q6679	A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.
1232	dog=no	Q21759	Item:Q21759	Indicates that dogs are not allowed.
1233	parking:lane	Q545	Item:Q545	Cars that park in the streets. Places on the tracks where cars are allowed to park.
1234	type=multipolygon	Q16042	Item:Q16042	A complex area that may have holes or several outlines.
1235	landform=esker	Q7437	Item:Q7437	
1236	emergency=mountain_rescue	Q6901	Item:Q6901	A mountain rescue base for a team providing search and rescue services in mountainous environments.
1237	callsign	Q21161	Item:Q21161	Call sign of station in radio communication.
1238	highway=pedestrian	Q5044	Item:Q5044	Roads mainly / exclusively for pedestrians
1239	building=manufacture	Q7367	Item:Q7367	A building constructed to house some manufacturing process, see also tag:building=industrial.
1240	vending=stamps	Q5970	Item:Q5970	A machine vending postage stamps
1241	industrial=slaughterhouse	Q5752	Item:Q5752	A place where animals are slaughtered.
1242	shop=storage_rental	Q6213	Item:Q6213	storage of household goods, i.e. self storage
1243	denomination=united_church_of_christ	Q17109	Item:Q17109	
1244	priority	Q579	Item:Q579	Traffic priority for narrow parts of roads, e.g. narrow bridges.
1245	denomination=ukrainian_greek_catholic	Q17114	Item:Q17114	
1246	building=stadium	Q5144	Item:Q5144	A building which was built as stadium.
1247	leisure=stadium	Q4989	Item:Q4989	A major sports facility with substantial tiered seating.
1248	denomination=sunni	Q17064	Item:Q17064	
1249	man_made=cutline	Q6301	Item:Q6301	A straight line cut in a forest.
1250	aeroway=heliport	Q5638	Item:Q5638	A special aerodrome built for helicopters
1251	craft=sailmaker	Q5791	Item:Q5791	A workshop of a sailmaker who cleans, repairs and makes sails.
1252	craft=roofer	Q6124	Item:Q6124	A workplace or office of a tradesman who is specialized in roof covering and sealing.
1253	payment:gift_card	Q12972	Item:Q12972	
1254	aeroway=apron	Q4738	Item:Q4738	An area of an airport where planes are parked, unloaded or loaded, refueled, or boarded
1255	amenity=life_ring	Q6355	Item:Q6355	A floating ring to throw out to someone who is struggling in water. Using this tag is discouraged, use emergency=life_ring instead.
1256	emergency=life_ring	Q6889	Item:Q6889	An emergency flotation device.
1257	healthcare=hospice	Q21250	Item:Q21250	A facility which provides palliative care to terminally ill people and support to their relatives
1258	sport=boules	Q4964	Item:Q4964	A group of games in which the objective is to throw or roll heavy balls as close as possible to a small target ball, also called pétanque, lyonnaise, bocce, or bocce volo.
1259	highway=track	Q4929	Item:Q4929	A minor land-access road like a farm or forest track.
1260	healthcare=occupational_therapist	Q21702	Item:Q21702	A facility where an occupational therapist practices
1261	denomination=rinzai	Q17135	Item:Q17135	
1262	bridge=trestle	Q6179	Item:Q6179	Trestle
1263	cuisine=turkish	Q21578	Item:Q21578	A place that mainly sells Turkish food.
1264	denomination=armenian_apostolic	Q17095	Item:Q17095	
1265	office=tax_advisor	Q6548	Item:Q6548	An office for a financial expert specially trained in tax law
1266	office=therapist	Q5263	Item:Q5263	An office of a therapist.
1267	amenity=mobile_library	Q6750	Item:Q6750	A mobile library stop point.
1268	leaf_cycle=semi_deciduous	Q6303	Item:Q6303	Semi-deciduous woody vegetation
1269	motor_vehicle	Q1529	Item:Q1529	Access permission for motor vehicles
1270	craft=gardener	Q5245	Item:Q5245	A workplace or office of a garden designer or a landscape gardener.
1271	payment:e_zpass	Q12959	Item:Q12959	
1272	substation=traction	Q5269	Item:Q5269	A substation whose main function is to supply a traction system (railways, trams and/or trolleybuses) with various frequency conversion schemes. They are often located near a railway
1273	place=subdistrict	Q17991	Item:Q17991	
1274	religion=spiritualist	Q18289	Item:Q18289	
1275	power=compensator	Q5579	Item:Q5579	A static power device used to ensure power quality and electrical network resilience.
1276	craft=beekeeper	Q5155	Item:Q5155	The workplace of a beekeeper (apiarist).
1277	tower:type=clock_tower	Q18887	Item:Q18887	
1278	amenity=coworking_space	Q6839	Item:Q6839	A place where people can go to work (might require a fee); not limited to a single employer
1279	office=coworking	Q17911	Item:Q17911	An office where people can go to work (might require a fee); not limited to a single employer
1280	leisure=resort	Q5747	Item:Q5747	A place used for relaxation or recreation, attracting visitors for vacations, tourism and/or going swimming in a pool and/or a nearby body of water.
1281	leisure=summer_camp	Q6245	Item:Q6245	A place for supervised camps for children or teenagers conducted during the summer months. Sometimes, adults are welcome.
1282	tactile_paving	Q2025	Item:Q2025	Indicates whether a blind or visually impaired pedestrian can detect or follow the feature using a cane.
1283	amenity=post_depot	Q16328	Item:Q16328	A distribution centre or sorting office for letters and parcels.
1284	network=JP:national	Q5675	Item:Q5675	Japanese National Route.
1285	building:prefabricated=yes	Q21996	Item:Q21996	A prefabricated building.
1286	highway=bus_stop	Q6809	Item:Q6809	A bus stop is a place where public buses stop for passengers.
1287	tower:type=bridge	Q5295	Item:Q5295	Bridge tower
1288	leisure=track	Q4816	Item:Q4816	A track for running, cycling and other non-motorised racing such as horses, greyhounds.
1289	payment:i-pass	Q21367	Item:Q21367	I-PASS electronic toll collection system in Illinois
1290	shop=boutique	Q6107	Item:Q6107	A small shop that sells expensive or designer clothing and/or accessories.
1291	sailboat	Q20889	Item:Q20889	
1292	sport=scuba_diving	Q6370	Item:Q6370	To mark a physical object as for scuba diving
1293	railway=narrow_gauge	Q6664	Item:Q6664	Passenger or freight trains on narrower tracks than the standard gauge for the country or state.
1294	museum=technology	Q5684	Item:Q5684	Technology museum.
1295	building=transformer_tower	Q6553	Item:Q6553	A small but tall building constructed to comprise a transformer and connect to an overhead power line.
1296	surface=concrete	Q16132	Item:Q16132	Cement based concrete, forming a large surface.
1297	junction=jughandle	Q5621	Item:Q5621	A type of ramp or slip road that changes the way traffic turns left at an at-grade intersection (in a country where traffic drives on the right).
1298	craft=clockmaker	Q5137	Item:Q5137	A workplace or office of a clockmaker that is building, repairing or engraving clocks of all sorts.
1299	route=train	Q5059	Item:Q5059	The route of a train service (e.g. London-Paris Eurostar)
1300	water=pond	Q5492	Item:Q5492	A small body of standing water, man-made in most cases
1301	attraction=summer_toboggan	Q7659	Item:Q7659	Alpine slide, with user sliding in a wheeled cart
1302	fountain=nasone	Q19874	Item:Q19874	specific drinking water fountain in Rome, IT
1303	shop=antiques	Q5989	Item:Q5989	A shop where you can buy antiques
1304	traffic_calming=bump	Q21636	Item:Q21636	A short bump, with extent, in the direction of travel, of about 30 cm or shorter.
1305	surface=paved	Q16174	Item:Q16174	Describes the surface of a feature roughly as predominantly paved over the whole surface area; i.e., covered with paving stones, concrete or bitumen.
1306	amenity=prison_camp	Q6294	Item:Q6294	Prison camp
1307	waterway=milestone	Q5850	Item:Q5850	A landmark of stone or metal to indicate the distance traveled along a watercourse.
1308	basin=detention	Q19864	Item:Q19864	A detention basin catches storm water and allows it to drain slowly into natural waterways.
1309	shop=military_surplus	Q6705	Item:Q6705	Shop selling used military equipment
1310	denomination=episcopal	Q17081	Item:Q17081	
1311	clothes=women	Q19339	Item:Q19339	Sells clothes for women.
1312	playground=playhouse	Q21376	Item:Q21376	Small house on playground.
1313	wheelchair=yes	Q22214	Item:Q22214	Wheelchairs have full unrestricted access.
1314	fountain=toret	Q21776	Item:Q21776	a particular drinking water fountain style in Torino, Italy where water is running out of an iron cast bull's head.
1315	animated=trivision_blades	Q6416	Item:Q6416	Object animated using rotating blades for displaying multiple content
1316	man_made=tailings_pond	Q21670	Item:Q21670	A body of liquid or slurry used to store byproducts of mining operations.
1317	barrier=bump_gate	Q6823	Item:Q6823	A drive-through gate used in rural areas to provide a barrier to livestock that does not require the driver to exit the vehicle.
1318	natural=fell	Q4803	Item:Q4803	Habitat above tree line covered with grass, dwarf shrubs and mosses.
1319	bridge:structure=simple-suspension	Q5593	Item:Q5593	Simple hanging bridge construction
1320	cuisine=frozen_yogurt	Q21539	Item:Q21539	Frozen yogurt (also spelled frozen yoghurt, frogurt or Froyo) is a frozen dessert made with yogurt and sometimes other dairy products.
1321	service=yard	Q4806	Item:Q4806	Tracks within rail yards operated by the same company as one operating main line.
1322	ramsar	Q596	Item:Q596	Wetland protected by Ramsar agreement
1323	payment:google_pay	Q12974	Item:Q12974	
1324	railway=miniature	Q4809	Item:Q4809	Miniature railways narrower than narrow gauge that carry passengers.
1325	flag:type=regional	Q19866	Item:Q19866	civil flag of a province, state, or other subnational region
1326	fee=yes	Q19436	Item:Q19436	Indicates that money is charged to use this facility.
1327	shop=bicycle	Q5031	Item:Q5031	A store where you can buy and/or repair your bike and buy accessories.
1328	office=insurance	Q5512	Item:Q5512	An office at which you can take out insurance policies.
1329	building=hospital	Q6092	Item:Q6092	A building which forms part of a hospital.
1330	amenity=bicycle_repair_station	Q6244	Item:Q6244	A public tool for self-repair of bicycles.
1331	amenity=sanitary_dump_station	Q6289	Item:Q6289	Place for depositing human waste from a toilet holding tank.
1332	network=za:capetown	Q17880	Item:Q17880	
1333	amenity=vehicle_inspection	Q7024	Item:Q7024	A place where legally-required vehicle inspection may be performed
1334	vending=books	Q6199	Item:Q6199	Vending machine selling books
1335	natural=grassland	Q5483	Item:Q5483	An area where the vegetation is dominated by grasses (Poaceae) and other herbaceous (non-woody) plants.
1336	leisure=golf_course	Q6919	Item:Q6919	A golf course
1337	surface	Q746	Item:Q746	Describes the surface of a feature.
1338	sport=ice_stock	Q6640	Item:Q6640	Ice stock sport, also known as Bavarian curling, is a winter sport, somewhat similar to curling. In German, it is known as Eisstockschießen.
1339	barrier=retaining_wall	Q6904	Item:Q6904	A structure that holds back soil or rock from a building, structure or area. Arrows point to the lower area in front of the wall.
1340	maxspeed	Q414	Item:Q414	Specifies the maximum legal speed limit on a road, railway or waterway.
1341	amenity=courthouse	Q4726	Item:Q4726	A building which is home to a court of law, which administers justice according to the rule of law.
1342	roof:shape	Q1843	Item:Q1843	Roof shape type.
1343	zoo=falconry	Q5194	Item:Q5194	A place where birds of prey are kept and demonstrated.
1344	drive_in	Q1228	Item:Q1228	To indicate if an amenity (such as a cinema or restaurant) offers a drive-in service.
1345	denomination=scottish_episcopal	Q17139	Item:Q17139	
1346	fine	Q10446	Item:Q10446	
1347	shop=country_store	Q6440	Item:Q6440	A Country Store is a UK term for a shop selling a range of goods specifically aimed at country dwellers.
1348	shop=general	Q5018	Item:Q5018	A general store. Small shop selling variety of different products.
1349	cyclestreet	Q197	Item:Q197	A cyclestreet is a street designed as a bicycle route, but on which cars are also allowed.
1350	denomination=churches_of_christ	Q21318	Item:Q21318	Churches of Christ, a fellowship of Christian congregations
1351	route=piste	Q5597	Item:Q5597	Route of a winter sports piste for skiing, snowshoeing, sledding, etc.
1352	building=barn	Q5226	Item:Q5226	An agricultural building that can be used for storage and as a covered workplace.
1353	government=healthcare	Q5861	Item:Q5861	Office of a Department of Health
1354	emergency=access_point	Q6333	Item:Q6333	A sign number which can be used to define your current position in case of an emergency
1355	highway=emergency_access_point	Q6217	Item:Q6217	Sign number which can be used to define you current position in case of an emergency
1356	happy_hours	Q3412	Item:Q3412	Time when a place offers discounts on alcoholic drinks.
1357	railway=service_station	Q18088	Item:Q18088	A railway station only used by railway employees
1358	language:fr	Q11368	Item:Q11368	
1359	ref:US:EIA	Q21963	Item:Q21963	identifier of a power plant in the United States used by the Energy Information Administration
1360	leaf_cycle	Q1424	Item:Q1424	Describes the phenology of leaves
1361	ref:ruian:building	Q624	Item:Q624	RUIAN reference id of a building
1362	plant	Q566	Item:Q566	The generic type of plant that is grown.
1363	tobacco	Q771	Item:Q771	Can be added to shops that sell tobacco
1364	building=cathedral	Q5275	Item:Q5275	A building that was built as a cathedral
1365	man_made=telescope	Q6622	Item:Q6622	Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves
1366	place=hamlet	Q5045	Item:Q5045	A smaller rural community, typically with fewer than 100-1000 inhabitants, and little infrastructure.
1367	bus	Q1130	Item:Q1130	Whether or not buses use or serve the feature.
1368	trolleybus	Q791	Item:Q791	Specifies whether trolleybuses stop at a bus stop.
1369	healthcare:speciality=biochemistry	Q21849	Item:Q21849	Medical branch concerning the study of chemical processes in living organisms, the metabolism.
1370	denomination=zen	Q17137	Item:Q17137	
1371	natural=rock	Q5196	Item:Q5196	A notable rock or group of rocks attached to the underlying bedrock
1372	seamark:type=rock	Q5693	Item:Q5693	A concreted mass of stony material or coral which dries, is awash or is below the water surface.
1373	religion=sikh	Q4770	Item:Q4770	identify a religious feature (e.g. gurdwara) associated with Sikhism
1374	isced:level=1	Q21827	Item:Q21827	Define the level of education as primary education or first stage of basic education
1375	gambling	Q299	Item:Q299	The type of gambling available at a particular map feature
1376	sport=karate	Q5091	Item:Q5091	Karate
1377	area	Q5	Item:Q5	THIS ITEM IS OBSOLETE AND WILL BE DELETED SOON — either an enclosed filled area defined as a closed way with appropriate associated tags, or a multipolygon relation consisting of one of more ways
1378	timezone	Q769	Item:Q769	Indicate the timezone of the object.
1379	railway=buffer_stop	Q6574	Item:Q6574	Barrier that exists on a railway to prevent trains from running off the end of the tracks.
1380	cuisine=russian	Q21574	Item:Q21574	
1381	tomb=pyramid	Q19337	Item:Q19337	A pyramid
1382	place=municipality	Q7651	Item:Q7651	A municipality - single urban administrative division having corporate status.
1383	playground=seesaw	Q21387	Item:Q21387	
1384	denomination=protestant	Q17067	Item:Q17067	
1385	building=mosque	Q6104	Item:Q6104	A building that was built as a mosque.
1386	building=synagogue	Q5419	Item:Q5419	A building that was built as a synagogue.
1387	natural=peninsula	Q7676	Item:Q7676	A piece of land projecting into water from a larger land mass, nearly surrounded by water
1388	door	Q245	Item:Q245	Specifies the type of a door
1389	sport=dog_training	Q18586	Item:Q18586	
1390	payment:sms	Q13004	Item:Q13004	
1391	man_made=water_well	Q6384	Item:Q6384	A structural facility to access ground water, created by digging or drilling.
1392	industrial=depot	Q5935	Item:Q5935	A place where vehicles are stored and served.
1393	shop=cosmetics	Q5486	Item:Q5486	Shop primarily selling cosmetics.
1394	shop=electrical	Q5958	Item:Q5958	Shop selling electrical supplies and devices.
1395	shop=flooring	Q5553	Item:Q5553	A shop which sells a variety of floorings
1396	shop=hifi	Q4783	Item:Q4783	Shop selling high fidelity audio components
1397	shop=radiotechnics	Q5246	Item:Q5246	Shop focused on selling electronic components, electrical products, radio measuring devices, supplies for radio and electronics.
1398	shop=scuba_diving	Q6499	Item:Q6499	A shop that sells equipment for scuba diving and/or related accessories and services
1399	tourism=picnic_site	Q6759	Item:Q6759	A locality that is suitable for outdoors eating, with facilities to aid a picnic such as tables and benches
1400	payment:diners_club	Q3922	Item:Q3922	
1401	shelter_type=picnic_shelter	Q19684	Item:Q19684	A structure on picnic sites to protect from rain and/or sun.
1402	government=social_welfare	Q17306	Item:Q17306	
1403	seamark:restricted_area:restriction=no_diving	Q7354	Item:Q7354	
1404	windings	Q829	Item:Q829	Number of windings in a power transformer device
1405	network=US:TX:Spur	Q5107	Item:Q5107	State highway spurs in the U.S. state of Texas.
1406	cycle_network=US:NM	Q6479	Item:Q6479	State bike routes in the U.S. state of New Mexico.
1407	network=US:CO	Q5216	Item:Q5216	State highways in the U.S. state of Colorado.
1408	created_by	Q1189	Item:Q1189	The editor or script that created the changeset.
1409	network=US:DE	Q5831	Item:Q5831	State routes in the U.S. state of Delaware
1410	network=US:FL	Q5261	Item:Q5261	FDOT-maintained roads in the U.S. state of Florida.
1411	network=US:GA	Q5236	Item:Q5236	State routes in the U.S. state of Georgia.
1412	network=US:MA	Q5833	Item:Q5833	State routes in the U.S. state of Massachusetts.
1413	site_type=minilith	Q7606	Item:Q7606	To specify an archaeological site as a minilith - small stones that have been used to construct an alignment (also known as a setting).
1414	network=JP:prefectural:gunma	Q7773	Item:Q7773	
1415	network=US:ME	Q6085	Item:Q6085	State routes in the U.S. state of Maine.
1416	network=US:MT	Q5720	Item:Q5720	Montana State Routes.
1417	network=US:MT:secondary	Q5321	Item:Q5321	Montana Secondary State Routes.
1418	outdoor_seating	Q1678	Item:Q1678	To indicate if a restaurant or similar feature offers outdoor seating.
1419	network=US:TN	Q6033	Item:Q6033	State route superrelation in the U.S. state of Tennessee, or a state route relation waiting to be classified as primary or secondary
1420	network=US:TN:primary	Q21979	Item:Q21979	Primary state route or route segment in the U.S. state of Tennessee
1421	network=US:TN:secondary	Q21980	Item:Q21980	Secondary state route or route segment in the U.S. state of Tennessee
1422	network=US:PA:Turnpike	Q21358	Item:Q21358	numbered Pennsylvania Turnpike routes in the U.S. state of Pennsylvania
1423	network=US:WI	Q5356	Item:Q5356	State highways in the U.S. state of Wisconsin.
1424	playground=zipwire	Q21386	Item:Q21386	
1425	playground=youth_bench	Q21380	Item:Q21380	A special type of a bench, a playground facility with seating at different, age-appropriate seat heights
1426	network=US:OH:ASD	Q5478	Item:Q5478	County routes in Ashland County, Ohio, United States.
1427	network=US:OH:COL	Q5432	Item:Q5432	County roads in Columbiana County, Ohio, United States.
1428	network=US:OH:COS	Q5899	Item:Q5899	County roads in Coshocton County, Ohio, United States.
1429	network=US:OH:HAR	Q5462	Item:Q5462	County roads in Hardin County, Ohio, United States.
1430	network=US:OH:PAU	Q5168	Item:Q5168	County routes in Paulding County, Ohio, United States.
1431	addr:country	Q37	Item:Q37	The country code of the current address.
1432	building:material	Q118	Item:Q118	Outer material for the building façade.
1433	icao	Q345	Item:Q345	Indicates the ICAO airport code
1434	building=apartments	Q6069	Item:Q6069	A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor.
1435	shop=butcher	Q4730	Item:Q4730	A shop selling meat or meat products.
1436	amenity=driving_school	Q6302	Item:Q6302	A school to learn to drive a motor vehicle
1437	healthcare:speciality=tropical	Q21912	Item:Q21912	Medical specialty concerning health issues that occur uniquely, are more widespread, or are more difficult to control in tropical and subtropical regions.
1438	ford=stepping_stones	Q6890	Item:Q6890	A ford for crossing a waterway with stepping stones
1439	building=static_caravan	Q7040	Item:Q7040	A mobile home (caravan) (semi)permanently left on a single site.
1440	man_made=planter	Q7820	Item:Q7820	A raised structure for planting flowers or other ornamental plants
1441	shop=perfumery	Q5335	Item:Q5335	A shop selling perfumes.
1442	building=slurry_tank	Q6593	Item:Q6593	A circular concrete structure holding liquid manure.
1443	leisure=horse_riding	Q6529	Item:Q6529	A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use tag:leisure=pitch + tag:sport=equestrian.
1444	amenity=audiologist	Q4974	Item:Q4974	Using this tag is discouraged, use tag:healthcare=audiologist or tag:shop=hearing_aids instead.
1445	healthcare=audiologist	Q21701	Item:Q21701	A facility where an audiologist identifies and treats hearing problems.
1446	shop=hearing_aids	Q6635	Item:Q6635	A shop specialized in selling hearing aids devices
1447	traffic_sign=DE:386.3	Q19554	Item:Q19554	German traffic sign: Tourist information board
1448	craft=hvac	Q5160	Item:Q5160	A workplace or office of an HVAC system designer (Heating, Ventilating, and Air Conditioning)
1449	hgv_articulated	Q3424	Item:Q3424	Legal access restrictions for articulated lorries
1450	aerialway=rope_tow	Q6308	Item:Q6308	A tow-line for skiers and riders where passenger hold by hand or use special tow grabbers.
1451	highway=emergency_bay	Q6358	Item:Q6358	An area beside a highway where you can safely stop your car in case of breakdown or emergency.
1452	amenity=bureau_de_change	Q6709	Item:Q6709	An office that exchanges foreign currency and travellers cheques.
1453	amenity=charging_station	Q6657	Item:Q6657	A location where an electric vehicle may be charged.
1454	locality=townland	Q5142	Item:Q5142	A townland (Irish: baile fearainn) is a small geographical division of land used in Ireland.
1455	barrier=cattle_grid	Q6700	Item:Q6700	A hole in the road surface covered in a series of bars that allow wheeled vehicles but not animals to cross.
1456	shop=chandler	Q5097	Item:Q5097	A chandler, or also ship chandler are shops or agents specialized in offering a wide range of services towards ships.
1457	shop=ship_chandler	Q6507	Item:Q6507	shop selling ship-related equipment
1458	tourism=aquarium	Q4883	Item:Q4883	A facility with living aquatic animals for public viewing.
1459	railway=milestone	Q5995	Item:Q5995	A stone or metal marker along a railway denoting the distance traveled.
1460	aerialway=goods	Q5878	Item:Q5878	A cable supported lift for conveying goods, not passengers. Consider other values for aerialway in combination with access and usage keys instead of this.
1461	product	Q581	Item:Q581	The output or product that a feature produces.
1462	hgv	Q332	Item:Q332	Access permission for heavy goods vehicle; in most countries goods vehicles with a permissible maximum mass over 3.5 tonnes
1463	highway=traffic_mirror	Q6412	Item:Q6412	Mirror that reflects the traffic on one road when direct view is blocked.
1464	vending=fishing_bait	Q6587	Item:Q6587	Machine vending fishing bait (live or frozen)
1465	government	Q317	Item:Q317	Indicates the subtypes of government agencies and institutions.
1466	goods	Q316	Item:Q316	Access permission for goods which are not heavy goods vehicles; in some countries, goods vehicles whose maximum allowed weight is below 3.5 tonnes.
1467	irrigation=pivot	Q5979	Item:Q5979	Farmland with center-pivot irrigation system
1468	industrial=ice_factory	Q6452	Item:Q6452	A place where ice are made and sold (e.g. to fishing boat).
1469	payment:ep_geldkarte	Q3925	Item:Q3925	
1470	contact	Q174	Item:Q174	The prefix for several contact:* keys to describe contacts. Should not be used as a key.
1471	lanes	Q372	Item:Q372	Total number of traffic lanes available for motorised traffic.
1472	shop=wigs	Q5087	Item:Q5087	Shop focused on selling wigs.
1473	barrier=full-height_turnstile	Q6463	Item:Q6463	A full-height turnstile.
1474	network=ua:local	Q17815	Item:Q17815	
1475	network=US:NJ:Bergen	Q5737	Item:Q5737	County routes in Bergen County, New Jersey, United States.
1476	network=lv:regional	Q17860	Item:Q17860	
1477	ref:mhs	Q615	Item:Q615	French Mérimée id, Monuments historiques et sites
1478	leisure=water_park	Q6980	Item:Q6980	An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.
1479	government=register_office	Q6267	Item:Q6267	Civil registration. In charge of recording the facts or acts related to the civil status of natural persons, as well as others that the laws entrust to him.
1480	surface=sett	Q16171	Item:Q16171	Sett paving, formed from natural stones cut to have a flat top (with a regular or irregular shape)
1481	shop=car	Q4903	Item:Q4903	A place that primarily sells cars (automobiles)
1482	oneway=yes	Q19421	Item:Q19421	One-way traffic in the direction indicated on the map.
1483	healthcare:speciality=infectious_diseases	Q21869	Item:Q21869	Medical speciality concerning the diagnosis and treatment of complex infections.
1484	network=US:ADHS	Q5745	Item:Q5745	Appalachian Development Highway System corridors in the United States.
1485	landuse=religious	Q5375	Item:Q5375	An area used for religious purposes.
1486	landuse=basin	Q4850	Item:Q4850	An area of land artificially graded to hold water.
1487	cuisine=vietnamese	Q21579	Item:Q21579	A place that mainly sells Vietnamese food.
1488	tourism=artwork	Q4886	Item:Q4886	A public piece of art.
1489	bus:lane	Q1131	Item:Q1131	per-lane bus access details
1490	busway=lane	Q5101	Item:Q5101	A painted lane within the roadway that is for the dedicated use of buses, may be part time.
1491	crop=rice	Q7062	Item:Q7062	Specifies that an area of farmland is being used to grow rice.
1492	craft=tinsmith	Q5099	Item:Q5099	A person who makes and repairs things made of light-coloured metal, particularly tinware.
1493	name:vi-Hani	Q21753	Item:Q21753	Vietnamese name in demotic characters; use name:vi for Latin-alphabet name
1494	information=tactile_map	Q6249	Item:Q6249	A map that can be read with fingers
1495	denomination=jodo_shu	Q7774	Item:Q7774	
1496	sport=obstacle_course	Q6923	Item:Q6923	A series of challenging physical obstacles an individual or team must navigate usually while being timed.
1497	memorial=ghost_bike	Q7594	Item:Q7594	Specifies a memorial as a ghost cycle: a white bicycle to commemorate a cyclist who died in traffic.
1498	bridge:movable=swing	Q892	Item:Q892	A type of movable bridge, a swing bridge contains a span supported by a pivot resting on a pier, either at the center or towards one end of the span. Rotating the span on the pivot opens or closes the bridge.
1499	office	Q513	Item:Q513	A place of business predominately providing services.
1500	building=office	Q7343	Item:Q7343	An building which contains spaces mainly designed to be used for offices
1501	railway=traverser	Q5347	Item:Q5347	Parallel sliding section of the track.
1502	entrance	Q259	Item:Q259	To mark the location of an entrance.
1503	building=entrance	Q4836	Item:Q4836	To mark the location of a building entrance.
1504	denomination=iglesia_ni_cristo	Q17091	Item:Q17091	
1505	depot	Q8281	Item:Q8281	Used to specify kind of depot
1506	amenity=bus_garage	Q18226	Item:Q18226	
1507	megalith_type=alignment	Q7015	Item:Q7015	Stone row or stone alignment.
